"element","taxon","content","chapter","page","key","taxa","crit","clause","logic"
"^vitrandic","Vitrandic Mollorthels","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",9,161,"Subgroups","Mollorthels","ACDE",10,"OR"
"^vitrandic","Vitrandic Mollorthels","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",9,161,"Subgroups","Mollorthels","ACDE",11,"AND"
"^vitrandic","Vitrandic Mollorthels","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",9,161,"Subgroups","Mollorthels","ACDE",12,"AND"
"^vitrandic","Vitrandic Mollorthels","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",9,161,"Subgroups","Mollorthels","ACDE",13,"END"
"^vitrandic","Vitrandic Umbrorthels","<b><u>ACEE.</u></b> Other Umbrorthels that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",9,162,"Subgroups","Umbrorthels","ACEE",9,"AND"
"^vitrandic","Vitrandic Umbrorthels","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",9,162,"Subgroups","Umbrorthels","ACEE",10,"OR"
"^vitrandic","Vitrandic Umbrorthels","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",9,162,"Subgroups","Umbrorthels","ACEE",11,"AND"
"^vitrandic","Vitrandic Umbrorthels","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",9,162,"Subgroups","Umbrorthels","ACEE",12,"AND"
"^vitrandic","Vitrandic Umbrorthels","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",9,162,"Subgroups","Umbrorthels","ACEE",13,"END"
"^vitrandic","Vitrandic Molliturbels","<b><u>ABDE.</u></b> Other Molliturbels that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",9,164,"Subgroups","Molliturbels","ABDE",9,"AND"
"^vitrandic","Vitrandic Molliturbels","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",9,164,"Subgroups","Molliturbels","ABDE",10,"OR"
"^vitrandic","Vitrandic Molliturbels","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",9,164,"Subgroups","Molliturbels","ABDE",11,"AND"
"^vitrandic","Vitrandic Molliturbels","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",9,164,"Subgroups","Molliturbels","ABDE",12,"AND"
"^vitrandic","Vitrandic Molliturbels","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",9,164,"Subgroups","Molliturbels","ABDE",13,"END"
"^vitrandic","Vitrandic Umbriturbels","<b><u>ABEE.</u></b> Other Umbriturbels that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",9,166,"Subgroups","Umbriturbels","ABEE",9,"AND"
"^vitrandic","Vitrandic Umbriturbels","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",9,166,"Subgroups","Umbriturbels","ABEE",10,"OR"
"^vitrandic","Vitrandic Umbriturbels","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",9,166,"Subgroups","Umbriturbels","ABEE",11,"AND"
"^vitrandic","Vitrandic Umbriturbels","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",9,166,"Subgroups","Umbriturbels","ABEE",12,"AND"
"^vitrandic","Vitrandic Umbriturbels","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",9,166,"Subgroups","Umbriturbels","ABEE",13,"END"
"^vitrandic","Vitrandic Dystrocryepts","<b><u>KCCF.</u></b> Other Dystrocryepts that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",11,181,"Subgroups","Dystrocryepts","KCCF",23,"AND"
"^vitrandic","Vitrandic Dystrocryepts","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",11,181,"Subgroups","Dystrocryepts","KCCF",24,"OR"
"^vitrandic","Vitrandic Dystrocryepts","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",11,181,"Subgroups","Dystrocryepts","KCCF",25,"AND"
"^vitrandic","Vitrandic Dystrocryepts","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",11,181,"Subgroups","Dystrocryepts","KCCF",26,"AND"
"^vitrandic","Vitrandic Dystrocryepts","&nbsp;&nbsp;<b>b.</b> [(Al plus ½ Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",11,181,"Subgroups","Dystrocryepts","KCCF",27,"END"
"^vitrandic","Vitrandic Haplocryepts","<b><u>KCDH.</u></b> Other Haplocryepts that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",11,183,"Subgroups","Haplocryepts","KCDH",19,"AND"
"^vitrandic","Vitrandic Haplocryepts","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",11,183,"Subgroups","Haplocryepts","KCDH",20,"OR"
"^vitrandic","Vitrandic Haplocryepts","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",11,183,"Subgroups","Haplocryepts","KCDH",21,"AND"
"^vitrandic","Vitrandic Haplocryepts","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",11,183,"Subgroups","Haplocryepts","KCDH",22,"AND"
"^vitrandic","Vitrandic Haplocryepts","&nbsp;&nbsp;<b>b.</b> [(Al plus ½ Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",11,183,"Subgroups","Haplocryepts","KCDH",23,"END"
"^vitrandic","Vitrandic Humicryepts","<b><u>KCAF.</u></b> Other Humicryepts that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",11,184,"Subgroups","Humicryepts","KCAF",19,"AND"
"^vitrandic","Vitrandic Humicryepts","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",11,184,"Subgroups","Humicryepts","KCAF",20,"OR"
"^vitrandic","Vitrandic Humicryepts","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",11,184,"Subgroups","Humicryepts","KCAF",21,"AND"
"^vitrandic","Vitrandic Humicryepts","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",11,184,"Subgroups","Humicryepts","KCAF",22,"AND"
"^vitrandic","Vitrandic Humicryepts","&nbsp;&nbsp;<b>b.</b> [(Al plus ½ Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",11,184,"Subgroups","Humicryepts","KCAF",23,"END"
"^vitrandic","Vitrandic Durudepts","<b><u>KFBC.</u></b> Other Durudepts that have, throughout one or more horizons with a total thickness of 18 cm or more, above the duripan and within 75 cm of the mineral soil surface, one or both of the following:",11,188,"Subgroups","Durudepts","KFBC",19,"AND"
"^vitrandic","Vitrandic Durudepts","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",11,188,"Subgroups","Durudepts","KFBC",20,"OR"
"^vitrandic","Vitrandic Durudepts","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",11,188,"Subgroups","Durudepts","KFBC",21,"AND"
"^vitrandic","Vitrandic Durudepts","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",11,188,"Subgroups","Durudepts","KFBC",22,"AND"
"^vitrandic","Vitrandic Durudepts","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",11,188,"Subgroups","Durudepts","KFBC",23,"END"
"^vitrandic","Vitrandic Dystrudepts","<b><u>KFFG.</u></b> Other Dystrudepts that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",11,189,"Subgroups","Dystrudepts","KFFG",19,"AND"
"^vitrandic","Vitrandic Dystrudepts","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",11,189,"Subgroups","Dystrudepts","KFFG",20,"OR"
"^vitrandic","Vitrandic Dystrudepts","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",11,189,"Subgroups","Dystrudepts","KFFG",21,"AND"
"^vitrandic","Vitrandic Dystrudepts","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",11,189,"Subgroups","Dystrudepts","KFFG",22,"AND"
"^vitrandic","Vitrandic Dystrudepts","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",11,189,"Subgroups","Dystrudepts","KFFG",23,"END"
"^vitrandic","Vitrandic Eutrudepts","<b><u>KFEF.</u></b> Other Eutrudepts that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",11,191,"Subgroups","Eutrudepts","KFEF",21,"AND"
"^vitrandic","Vitrandic Eutrudepts","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",11,191,"Subgroups","Eutrudepts","KFEF",22,"OR"
"^vitrandic","Vitrandic Eutrudepts","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",11,191,"Subgroups","Eutrudepts","KFEF",23,"AND"
"^vitrandic","Vitrandic Eutrudepts","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",11,191,"Subgroups","Eutrudepts","KFEF",24,"AND"
"^vitrandic","Vitrandic Eutrudepts","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",11,191,"Subgroups","Eutrudepts","KFEF",25,"END"
"^vitrandic","Vitrandic Fragiudepts","<b><u>KFCB.</u></b> Other Fragiudepts that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",11,193,"Subgroups","Fragiudepts","KFCB",19,"AND"
"^vitrandic","Vitrandic Fragiudepts","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",11,193,"Subgroups","Fragiudepts","KFCB",20,"OR"
"^vitrandic","Vitrandic Fragiudepts","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",11,193,"Subgroups","Fragiudepts","KFCB",21,"AND"
"^vitrandic","Vitrandic Fragiudepts","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",11,193,"Subgroups","Fragiudepts","KFCB",22,"AND"
"^vitrandic","Vitrandic Fragiudepts","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",11,193,"Subgroups","Fragiudepts","KFCB",23,"END"
"^vitrandic","Vitrandic Humudepts","<b><u>KFDF.</u></b> Other Humudepts that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",11,194,"Subgroups","Humudepts","KFDF",19,"AND"
"^vitrandic","Vitrandic Humudepts","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",11,194,"Subgroups","Humudepts","KFDF",20,"OR"
"^vitrandic","Vitrandic Humudepts","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",11,194,"Subgroups","Humudepts","KFDF",21,"AND"
"^vitrandic","Vitrandic Humudepts","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",11,194,"Subgroups","Humudepts","KFDF",22,"AND"
"^vitrandic","Vitrandic Humudepts","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",11,194,"Subgroups","Humudepts","KFDF",23,"END"
"^vitrandic","Vitrandic Dystrustepts","<b><u>KDDE.</u></b> Other Dystrustepts that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",11,197,"Subgroups","Dystrustepts","KDDE",21,"AND"
"^vitrandic","Vitrandic Dystrustepts","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",11,197,"Subgroups","Dystrustepts","KDDE",22,"OR"
"^vitrandic","Vitrandic Dystrustepts","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",11,197,"Subgroups","Dystrustepts","KDDE",23,"AND"
"^vitrandic","Vitrandic Dystrustepts","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",11,197,"Subgroups","Dystrustepts","KDDE",24,"AND"
"^vitrandic","Vitrandic Dystrustepts","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",11,197,"Subgroups","Dystrustepts","KDDE",25,"END"
"^vitrandic","Vitrandic Haplustepts","<b><u>KDEG.</u></b> Other Haplustepts that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",11,199,"Subgroups","Haplustepts","KDEG",19,"AND"
"^vitrandic","Vitrandic Haplustepts","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",11,199,"Subgroups","Haplustepts","KDEG",20,"OR"
"^vitrandic","Vitrandic Haplustepts","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",11,199,"Subgroups","Haplustepts","KDEG",21,"AND"
"^vitrandic","Vitrandic Haplustepts","&nbsp;&nbsp;<b>a.</b> In the 0.02 to 2.0 mm fraction, 5 percent or more volcanic glass<i>; and</i>",11,199,"Subgroups","Haplustepts","KDEG",22,"AND"
"^vitrandic","Vitrandic Haplustepts","&nbsp;&nbsp;<b>b.</b> [(Al plus 1 /2 Fe, percent extracted by ammonium oxalate) times 60] plus the volcanic glass (percent) is equal to 30 or more.",11,199,"Subgroups","Haplustepts","KDEG",23,"END"
"^vitrandic","Vitrandic Humustepts","<b><u>KDCC.</u></b> Other Humustepts that have, throughout one or more horizons with a total thickness of 18 cm or more within 75 cm of the mineral soil surface, one or both of the following:",11,202,"Subgroups","Humustepts","KDCC",19,"AND"
"^vitrandic","Vitrandic Humustepts","&nbsp;<b>1.</b> More than 35 percent (by volume) particles 2.0 mm or larger in diameter, of which more than 66 percent is cinders, pumice, and pumicelike fragments<i>; or</i>",11,202,"Subgroups","Humustepts","KDCC",20,"OR"
"^vitrandic","Vitrandic Humustepts","&nbsp;<b>2.</b> A fine-earth fraction containing 30 percent or more particles 0.02 to 2.0 mm in diameter<i>; and</i>",11,202,"Subgroups","Humustepts","KDCC",21,"AND"
